cycle,ambient_temperature,datetime,capacity
116,24,2008-05-15 05:24:04,1.5186675419100615
117,24,2008-05-15 10:20:03,1.5136482266426952
118,24,2008-05-15 15:10:59,1.5136050185229033
119,24,2008-05-15 19:56:47,1.5139470614867965
120,24,2008-05-16 16:54:59,1.5339599193158786
121,24,2008-05-16 21:37:39,1.5391372798653098
122,24,2008-05-17 02:32:13,1.5236247972838737
123,24,2008-05-17 07:25:19,1.5135813035589147
124,24,2008-05-17 12:21:15,1.5077850749847914
125,24,2008-05-17 17:15:37,1.5031960676037333
126,24,2008-05-17 22:10:51,1.4978220596995881
127,24,2008-05-18 03:05:19,1.492848534633516
128,24,2008-05-18 08:00:50,1.492414389867026
129,24,2008-05-18 12:44:48,1.487482776538081
130,24,2008-05-18 17:36:29,1.482535148640411
131,24,2008-05-18 22:31:45,1.4827874322228984
132,24,2008-05-19 03:27:07,1.476971179775059
133,24,2008-05-19 15:34:33,1.4819015554137276
134,24,2008-05-19 20:59:48,1.4981366198874824
135,24,2008-05-20 01:16:42,1.4820775214392872
136,24,2008-05-20 06:12:06,1.4771155312812152
137,24,2008-05-20 11:07:23,1.4720772783056488
138,24,2008-05-20 15:57:27,1.472248013656454
139,24,2008-05-20 20:50:39,1.4670106672274665
140,24,2008-05-21 01:39:38,1.4617672495335379
141,24,2008-05-21 06:24:27,1.4566952670489708
142,24,2008-05-21 11:18:06,1.451354972758956
143,24,2008-05-21 16:10:21,1.451615926257375
144,24,2008-05-21 21:02:09,1.4468161332173683
145,24,2008-05-22 01:42:59,1.4467570607768785
146,24,2008-05-22 06:32:40,1.4413797481446793
147,24,2008-05-22 11:23:22,1.4362456252208178
148,24,2008-05-22 16:17:58,1.4368154153924828
149,24,2008-05-22 20:59:50,1.4362945145860047
150,24,2008-05-23 12:13:16,1.4418575315878015
151,24,2008-05-23 20:14:29,1.4672063484781797
152,24,2008-05-24 01:09:21,1.4518640367848885
153,24,2008-05-24 06:00:20,1.4471379752748499
154,24,2008-05-24 10:42:50,1.441790586562399
155,24,2008-05-24 15:31:10,1.431630947911111
156,24,2008-05-24 20:21:13,1.4318084249673686
157,24,2008-05-25 01:06:49,1.4262562585106868
158,24,2008-05-25 05:57:17,1.4260877528924913
159,24,2008-05-25 10:51:37,1.4212633510031694
160,24,2008-05-25 15:37:08,1.4163272748795108
161,24,2008-05-25 20:23:04,1.4165781829175994
162,24,2008-05-26 01:13:02,1.4108401729425177
163,24,2008-05-26 06:01:08,1.4109949628347804
164,24,2008-05-26 10:44:38,1.4061714290398801
165,24,2008-05-26 15:30:43,1.4063358479692922
166,24,2008-05-26 20:21:04,1.4004552399066514
167,24,2008-05-27 15:52:41,1.4217865046055154
168,24,2008-05-27 20:45:42,1.4324552720625434
