cycle,ambient_temperature,datetime,capacity
83,24,2008-05-06 21:21:49,1.55468935359061
84,24,2008-05-07 02:17:25,1.5488741079890418
85,24,2008-05-07 07:04:02,1.538236598942558
86,24,2008-05-07 12:01:49,1.527914258251028
87,24,2008-05-07 16:59:29,1.5285252629756445
88,24,2008-05-07 21:56:09,1.522647325284378
89,24,2008-05-08 02:53:49,1.5174859938489869
90,24,2008-05-09 12:25:07,1.605818899130659
91,24,2008-05-09 20:28:09,1.5638491446744425
92,24,2008-05-10 01:21:56,1.5480915247767786
93,24,2008-05-10 06:18:12,1.5323755631868592
94,24,2008-05-10 11:16:04,1.5269528268489705
95,24,2008-05-10 16:11:56,1.5169573017136326
96,24,2008-05-10 21:07:54,1.5118975960142693
97,24,2008-05-11 02:05:21,1.5065638960681105
98,24,2008-05-11 06:55:27,1.5015453526671363
99,24,2008-05-11 11:52:47,1.4908444050400238
100,24,2008-05-11 16:49:58,1.485868384561201
101,24,2008-05-11 21:47:12,1.480413677976106
102,24,2008-05-12 02:36:58,1.4752095869031632
103,24,2008-05-12 12:56:34,1.4859035988304024
104,24,2008-05-12 18:59:59,1.4960918298136696
105,24,2008-05-12 23:53:17,1.4808005946928984
106,24,2008-05-13 04:35:25,1.4697543268466824
107,24,2008-05-13 09:24:04,1.4539012274845928
108,24,2008-05-13 14:20:24,1.4541462067235693
109,24,2008-05-13 19:04:20,1.455023751906683
110,24,2008-05-13 23:59:26,1.449042163761236
111,24,2008-05-14 04:55:57,1.4386709371480566
112,24,2008-05-14 09:52:22,1.433445432156979
113,24,2008-05-14 14:35:22,1.4333958900838095
114,24,2008-05-14 19:31:39,1.42806487344776
115,24,2008-05-15 00:27:55,1.4229203181741186
116,24,2008-05-15 05:24:04,1.417429032731308
117,24,2008-05-15 10:20:03,1.412409228794446
118,24,2008-05-15 15:10:59,1.412578792940193
119,24,2008-05-15 19:56:47,1.4075983731469897
120,24,2008-05-16 16:54:59,1.4333920485221476
121,24,2008-05-16 21:37:39,1.4382550176792908
122,24,2008-05-17 02:32:13,1.4173547174485526
123,24,2008-05-17 07:25:19,1.406981663677643
124,24,2008-05-17 12:21:15,1.4012037783587625
125,24,2008-05-17 17:15:37,1.3967008232726328
126,24,2008-05-17 22:10:51,1.391284788852726
127,24,2008-05-18 03:05:19,1.3862287677978349
128,24,2008-05-18 08:00:50,1.3804366761974138
129,24,2008-05-18 12:44:48,1.3752364150256224
130,24,2008-05-18 17:36:29,1.3705128024895008
131,24,2008-05-18 22:31:45,1.3705085566270399
132,24,2008-05-19 03:27:07,1.3647355108681518
133,24,2008-05-19 15:34:33,1.375392016895762
134,24,2008-05-19 20:59:48,1.3861115151535393
135,24,2008-05-20 01:16:42,1.3698500035838939
136,24,2008-05-20 06:12:06,1.3647827949260758
137,24,2008-05-20 11:07:23,1.3543220466259964
138,24,2008-05-20 15:57:27,1.3546417018378962
139,24,2008-05-20 20:50:39,1.3547039213192407
140,24,2008-05-21 01:39:38,1.349314997503458
141,24,2008-05-21 06:24:27,1.3441891937970554
142,24,2008-05-21 11:18:06,1.3389913790695755
143,24,2008-05-21 16:10:21,1.3389145230206971
144,24,2008-05-21 21:02:09,1.3340066759761655
145,24,2008-05-22 01:42:59,1.3286444309174914
146,24,2008-05-22 06:32:40,1.3231708992276219
147,24,2008-05-22 11:23:22,1.3181691588445197
148,24,2008-05-22 16:17:58,1.3184664436640334
149,24,2008-05-22 20:59:50,1.318293040102702
150,24,2008-05-23 12:13:16,1.323872422244268
151,24,2008-05-23 20:14:29,1.3601216766554785
152,24,2008-05-24 01:09:21,1.3395306867947354
153,24,2008-05-24 06:00:20,1.3290286565120697
154,24,2008-05-24 10:42:50,1.3236741274998955
155,24,2008-05-24 15:31:10,1.318633896753293
156,24,2008-05-24 20:21:13,1.3134751321324272
157,24,2008-05-25 01:06:49,1.3132020634442203
158,24,2008-05-25 05:57:17,1.3077959946944353
159,24,2008-05-25 10:51:37,1.3030329186405918
160,24,2008-05-25 15:37:08,1.3033573559038205
161,24,2008-05-25 20:23:04,1.3034100438655642
162,24,2008-05-26 01:13:02,1.2978870806495706
163,24,2008-05-26 06:01:08,1.2980735056918902
164,24,2008-05-26 10:44:38,1.293463613844243
165,24,2008-05-26 15:30:43,1.288003392619118
166,24,2008-05-26 20:21:04,1.2874525221379407
167,24,2008-05-27 15:52:41,1.3090153642307354
168,24,2008-05-27 20:45:42,1.3250793286429356
